State,Occupation title,Occupation group,Total employment,Annual mean wage,Annual median wage,Top 10 percent wage
Alabama,"Food Preparation and Serving Related Workers, All Other",detailed,800,"19,940","18,820","25,940"
Alabama,Building and Grounds Cleaning and Maintenance Occupations,major,"59,230","24,170","21,650","36,330"
Alabama,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"2,510","37,590","33,980","58,640"
Alabama,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"2,020","41,280","38,660","62,280"
Alabama,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"30,520","22,380","21,160","30,580"
Alabama,Maids and Housekeeping Cleaners,detailed,"8,890","18,870","18,520","23,670"
Alabama,Pest Control Workers,detailed,"2,000","30,830","30,060","46,930"
Alabama,Landscaping and Groundskeeping Workers,detailed,"12,860","25,270","22,930","37,510"
Alabama,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,130,"34,240","32,720","48,690"
Alabama,Tree Trimmers and Pruners,detailed,240,"41,410","39,810","59,940"
Alabama,"Grounds Maintenance Workers, All Other",detailed,60,"33,230","24,810","60,870"
Alabama,Personal Care and Service Occupations,major,"46,400","22,250","19,030","34,710"
Alabama,Gaming Supervisors,detailed,100,"43,110","40,500","59,800"
Alabama,Slot Supervisors,detailed,60,"32,830","24,050","68,610"
Alabama,First-Line Supervisors of Personal Service Workers,detailed,"2,850","33,930","32,460","52,060"
Alabama,Animal Trainers,detailed,50,"34,460","34,370","49,610"
Alabama,Nonfarm Animal Caretakers,detailed,"2,690","21,010","19,580","29,020"
Alabama,Gaming and Sports Book Writers and Runners,detailed,330,"27,520","27,730","32,550"
Alabama,"Ushers, Lobby Attendants, and Ticket Takers",detailed,650,"19,200","18,150","22,020"
Alabama,Amusement and Recreation Attendants,detailed,"1,910","19,500","18,220","24,200"
Alabama,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,50,"20,910","19,160","28,560"
Alabama,"Entertainment Attendants and Related Workers, All Other",detailed,310,"21,970","21,190","29,900"
Alabama,Embalmers,detailed,70,"42,520","42,700","64,990"
Alabama,Funeral Attendants,detailed,820,"20,600","19,260","28,210"
Alabama,"Morticians, Undertakers, and Funeral Directors",detailed,400,"44,000","44,240","63,260"
Alabama,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"3,450","23,930","19,620","35,450"
Alabama,Manicurists and Pedicurists,detailed,410,"22,980","21,890","31,250"
Alabama,Shampooers,detailed,140,"18,240","18,350","22,080"
Alabama,Skincare Specialists,detailed,340,"32,500","32,420","43,740"
Alabama,Baggage Porters and Bellhops,detailed,290,"20,230","19,720","24,920"
Alabama,Tour Guides and Escorts,detailed,330,"22,910","19,450","34,150"
Alabama,Childcare Workers,detailed,"9,000","18,810","18,280","23,720"
Alabama,Personal Care Aides,detailed,"13,230","18,390","18,120","22,750"
Alabama,Fitness Trainers and Aerobics Instructors,detailed,"2,230","34,660","35,790","51,150"
Alabama,Recreation Workers,detailed,"3,980","23,340","20,170","35,800"
Alabama,Residential Advisors,detailed,"2,250","23,290","21,790","32,640"
Alabama,"Personal Care and Service Workers, All Other",detailed,220,"27,260","25,220","45,200"
Alabama,Sales and Related Occupations,major,"217,970","34,070","23,390","62,990"
Alabama,First-Line Supervisors of Retail Sales Workers,detailed,"24,120","41,800","37,200","62,790"
Alabama,First-Line Supervisors of Non-Retail Sales Workers,detailed,"3,270","80,390","71,430","131,030"
Alabama,Cashiers,detailed,"72,610","19,190","18,550","24,220"
Alabama,Counter and Rental Clerks,detailed,"8,810","26,840","23,810","42,460"
Alabama,Parts Salespersons,detailed,"4,200","31,740","27,940","51,060"
Alabama,Retail Salespersons,detailed,"59,690","27,430","22,300","45,930"
Alabama,Advertising Sales Agents,detailed,"1,560","45,510","34,260","87,330"
Alabama,Insurance Sales Agents,detailed,"5,680","77,610","50,230","162,830"
Alabama,"Securities, Commodities, and Financial Services Sales Agents",detailed,"1,690","77,060","49,210","155,620"
Alabama,Travel Agents,detailed,370,"39,480","37,220","58,830"
Alabama,"Sales Representatives, Services, All Other",detailed,"6,810","50,550","43,810","84,060"
Alabama,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,890,"86,290","81,260","139,010"
Alabama,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"23,200","63,610","53,180","113,410"
Alabama,Demonstrators and Product Promoters,detailed,780,"25,540","24,190","30,700"
Alabama,Real Estate Sales Agents,detailed,900,"58,700","55,500","91,920"
Alabama,Sales Engineers,detailed,270,"83,000","74,880","123,150"
Alabama,Telemarketers,detailed,"2,240","23,600","22,550","33,020"
Alabama,"Sales and Related Workers, All Other",detailed,640,"41,550","39,760","65,690"
Alabama,Office and Administrative Support Occupations,major,"284,130","33,280","30,490","52,270"
Alabama,First-Line Supervisors of Office and Administrative Support Workers,detailed,"17,410","53,370","50,820","79,300"
Alabama,"Switchboard Operators, Including Answering Service",detailed,"1,230","25,530","24,580","35,220"
Alabama,Bill and Account Collectors,detailed,"4,180","33,800","31,630","49,500"
Alabama,Billing and Posting Clerks,detailed,"7,160","33,160","32,270","45,030"
Alabama,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"22,190","36,730","35,260","54,290"
Alabama,Payroll and Timekeeping Clerks,detailed,"2,400","38,570","37,130","55,180"
Alabama,Procurement Clerks,detailed,690,"38,600","40,040","51,700"
Alabama,Tellers,detailed,"9,400","26,810","25,760","36,090"
Alabama,"Financial Clerks, All Other",detailed,150,"35,510","34,960","52,430"
Alabama,Brokerage Clerks,detailed,670,"47,650","45,260","63,890"
Alabama,Correspondence Clerks,detailed,50,"30,620","25,960","47,430"
Alabama,"Court, Municipal, and License Clerks",detailed,"2,550","31,930","30,530","45,450"
Alabama,"Credit Authorizers, Checkers, and Clerks",detailed,280,"34,530","34,370","47,880"
Alabama,Customer Service Representatives,detailed,"30,720","32,100","30,150","48,540"
Alabama,"Eligibility Interviewers, Government Programs",detailed,"3,240","39,300","38,500","53,190"
Alabama,File Clerks,detailed,690,"24,610","21,970","37,540"
Alabama,"Hotel, Motel, and Resort Desk Clerks",detailed,"3,840","20,490","19,750","25,480"
Alabama,"Interviewers, Except Eligibility and Loan",detailed,"3,300","29,140","28,080","40,360"
Alabama,"Library Assistants, Clerical",detailed,"1,290","22,550","20,280","32,470"
Alabama,Loan Interviewers and Clerks,detailed,"2,940","33,370","32,700","47,560"
Alabama,New Accounts Clerks,detailed,430,"33,970","33,900","41,750"
Alabama,Order Clerks,detailed,"1,330","30,480","29,050","45,680"
Alabama,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"1,500","35,770","35,130","48,950"
Alabama,Receptionists and Information Clerks,detailed,"13,610","25,150","24,220","34,570"
Alabama,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,510,"34,550","30,250","55,720"
Alabama,"Information and Record Clerks, All Other",detailed,"1,170","42,620","43,780","53,870"
Alabama,Cargo and Freight Agents,detailed,740,"47,570","48,280","64,060"
Alabama,Couriers and Messengers,detailed,"1,680","25,900","23,660","39,540"
Alabama,"Police, Fire, and Ambulance Dispatchers",detailed,"2,540","32,080","30,460","47,250"
Alabama,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"2,190","40,330","36,710","64,530"
Alabama,"Meter Readers, Utilities",detailed,630,"34,380","32,970","52,420"
Alabama,Postal Service Clerks,detailed,"1,330","47,050","56,790","57,990"
Alabama,Postal Service Mail Carriers,detailed,"5,320","50,340","52,890","64,860"
Alabama,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"1,030","49,620","56,780","57,290"
Alabama,"Production, Planning, and Expediting Clerks",detailed,"2,500","48,910","48,020","71,290"
Alabama,"Shipping, Receiving, and Traffic Clerks",detailed,"8,060","31,790","29,850","48,420"
Alabama,Stock Clerks and Order Fillers,detailed,"23,870","24,710","22,600","37,050"
Alabama,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"1,860","27,570","25,130","43,570"
Alabama,Executive Secretaries and Executive Administrative Assistants,detailed,"3,300","56,750","54,750","78,870"
Alabama,Legal Secretaries,detailed,"3,960","38,430","36,070","57,980"
Alabama,Medical Secretaries,detailed,"5,130","32,490","30,400","47,580"
Alabama,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"45,760","34,350","33,040","49,040"
Alabama,Computer Operators,detailed,720,"38,500","35,750","62,060"
Alabama,Data Entry Keyers,detailed,"1,540","28,670","28,150","38,510"
Alabama,Word Processors and Typists,detailed,350,"33,660","31,610","48,670"
Alabama,Desktop Publishers,detailed,80,"30,380","25,800","47,850"
Alabama,Insurance Claims and Policy Processing Clerks,detailed,"2,800","33,520","33,450","45,180"
Alabama,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,480,"29,600","28,940","42,010"
Alabama,"Office Clerks, General",detailed,"32,610","24,900","23,130","36,750"
Alabama,"Office Machine Operators, Except Computer",detailed,720,"27,440","24,490","43,960"
Alabama,Statistical Assistants,detailed,80,"39,130","35,040","61,940"
Alabama,"Office and Administrative Support Workers, All Other",detailed,"1,850","36,720","34,500","53,200"
Alabama,"Farming, Fishing, and Forestry Occupations",major,"5,880","32,630","29,920","50,950"
Alabama,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,360,"54,930","54,260","83,820"
Alabama,Agricultural Inspectors,detailed,510,"38,280","40,040","52,050"
Alabama,"Graders and Sorters, Agricultural Products",detailed,680,"23,220","22,920","29,840"
Alabama,Agricultural Equipment Operators,detailed,120,"32,870","26,380","61,320"
Alabama,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,400,"21,530","20,170","28,310"
Alabama,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,940,"24,930","23,320","37,150"
Alabama,"Agricultural Workers, All Other",detailed,280,"27,320","19,900","47,840"
Alabama,Fallers,detailed,90,"32,280","28,260","53,990"
Alabama,Logging Equipment Operators,detailed,"2,280","35,810","33,910","49,710"
Alabama,Log Graders and Scalers,detailed,120,"38,040","36,180","58,050"
Alabama,Construction and Extraction Occupations,major,"73,740","39,990","36,520","62,110"
Alabama,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"10,880","57,400","54,950","82,820"
Alabama,Boilermakers,detailed,290,"53,780","52,290","79,430"
Alabama,Brickmasons and Blockmasons,detailed,460,"39,660","38,130","55,120"
Alabama,Stonemasons,detailed,50,"34,270","33,980","43,610"
Alabama,Carpenters,detailed,"8,160","36,810","35,770","51,210"
Alabama,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,270,"28,890","27,430","39,990"
Alabama,Tile and Marble Setters,detailed,230,"40,330","39,210","60,520"
Alabama,Cement Masons and Concrete Finishers,detailed,"1,670","34,160","32,140","48,060"
Alabama,Construction Laborers,detailed,"7,560","28,580","27,270","39,370"
Alabama,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"1,200","34,930","32,360","55,260"
Alabama,Operating Engineers and Other Construction Equipment Operators,detailed,"5,530","38,010","36,550","53,110"
Alabama,Drywall and Ceiling Tile Installers,detailed,550,"35,320","35,180","49,490"
Alabama,Electricians,detailed,"9,050","46,360","43,810","64,430"
Alabama,Glaziers,detailed,480,"37,100","34,210","57,960"
Alabama,"Insulation Workers, Floor, Ceiling, and Wall",detailed,220,"31,190","30,460","47,040"
Alabama,"Insulation Workers, Mechanical",detailed,280,"39,300","36,300","61,000"
Alabama,"Painters, Construction and Maintenance",detailed,"1,940","34,920","33,980","47,880"
Alabama,Paperhangers,detailed,30,"35,290","31,530","69,880"
Alabama,Pipelayers,detailed,"2,390","34,220","32,860","48,910"
Alabama,"Plumbers, Pipefitters, and Steamfitters",detailed,"5,010","41,460","39,890","59,720"
Alabama,Roofers,detailed,970,"31,810","30,430","44,190"
Alabama,Sheet Metal Workers,detailed,"1,190","38,410","36,470","56,000"
Alabama,Structural Iron and Steel Workers,detailed,"1,340","44,760","42,330","63,790"
Alabama,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,340,"26,010","24,040","38,860"
Alabama,Helpers--Carpenters,detailed,680,"25,310","25,010","31,990"
Alabama,Helpers--Electricians,detailed,"1,950","27,460","27,100","37,350"
Alabama,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,220,"22,370","22,170","29,480"
Alabama,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,"1,270","24,610","23,780","32,350"
Alabama,Helpers--Roofers,detailed,250,"23,990","23,270","32,370"
Alabama,"Helpers, Construction Trades, All Other",detailed,390,"24,460","23,160","35,400"
Alabama,Construction and Building Inspectors,detailed,"1,170","53,230","51,540","80,160"
Alabama,Elevator Installers and Repairers,detailed,270,"67,300","63,410","92,680"
Alabama,Fence Erectors,detailed,260,"26,530","26,880","34,690"
Alabama,Hazardous Materials Removal Workers,detailed,470,"35,110","29,970","64,650"
Alabama,Highway Maintenance Workers,detailed,"3,580","28,700","27,880","39,420"
Alabama,Rail-Track Laying and Maintenance Equipment Operators,detailed,200,"36,450","34,010","58,100"
Alabama,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,240,"32,170","29,530","44,810"
Alabama,"Construction and Related Workers, All Other",detailed,580,"42,240","35,940","72,400"
Alabama,"Rotary Drill Operators, Oil and Gas",detailed,80,"45,360","35,840","72,940"
Alabama,"Service Unit Operators, Oil, Gas, and Mining",detailed,150,"53,680","49,030","92,480"
Alabama,"Earth Drillers, Except Oil and Gas",detailed,200,"40,440","37,950","59,710"
Alabama,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,170,"56,680","49,340","101,810"
Alabama,Continuous Mining Machine Operators,detailed,100,"55,470","56,850","64,620"
Alabama,Mine Cutting and Channeling Machine Operators,detailed,320,"50,590","54,350","62,080"
Alabama,"Roof Bolters, Mining",detailed,250,"58,760","59,180","64,640"
Alabama,"Roustabouts, Oil and Gas",detailed,140,"40,180","36,490","63,490"
Alabama,Helpers--Extraction Workers,detailed,90,"42,540","39,390","61,220"
Alabama,"Installation, Maintenance, and Repair Occupations",major,"92,250","45,460","41,930","73,810"
Alabama,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"8,150","64,380","61,260","99,370"
Alabama,"Computer, Automated Teller, and Office Machine Repairers",detailed,"2,000","37,510","35,930","56,550"
