"","X.1","X","ST","STATE","OCC_TITLE","OCC_GROUP","A_MEAN","lon","lat"
"299",300,300,"AL","Alabama","Audiologists","detailed",70940,-86.902298,32.3182314
"300",301,301,"AL","Alabama","Medical and Clinical Laboratory Technologists","detailed",54160,-86.902298,32.3182314
"301",302,302,"AL","Alabama","Medical and Clinical Laboratory Technicians","detailed",35490,-86.902298,32.3182314
"302",303,303,"AL","Alabama","Dental Hygienists","detailed",44760,-86.902298,32.3182314
"303",304,304,"AL","Alabama","Cardiovascular Technologists and Technicians","detailed",49130,-86.902298,32.3182314
"304",305,305,"AL","Alabama","Diagnostic Medical Sonographers","detailed",54940,-86.902298,32.3182314
"305",306,306,"AL","Alabama","Nuclear Medicine Technologists","detailed",61760,-86.902298,32.3182314
"306",307,307,"AL","Alabama","Radiologic Technologists","detailed",47530,-86.902298,32.3182314
"307",308,308,"AL","Alabama","Magnetic Resonance Imaging Technologists","detailed",61070,-86.902298,32.3182314
"308",309,309,"AL","Alabama","Emergency Medical Technicians and Paramedics","detailed",28670,-86.902298,32.3182314
"309",310,310,"AL","Alabama","Dietetic Technicians","detailed",33940,-86.902298,32.3182314
"310",311,311,"AL","Alabama","Pharmacy Technicians","detailed",27870,-86.902298,32.3182314
"311",312,312,"AL","Alabama","Psychiatric Technicians","detailed",28080,-86.902298,32.3182314
"312",313,313,"AL","Alabama","Respiratory Therapy Technicians","detailed",42790,-86.902298,32.3182314
"313",314,314,"AL","Alabama","Surgical Technologists","detailed",35110,-86.902298,32.3182314
"314",315,315,"AL","Alabama","Veterinary Technologists and Technicians","detailed",28440,-86.902298,32.3182314
"315",316,316,"AL","Alabama","Ophthalmic Medical Technicians","detailed",32830,-86.902298,32.3182314
"316",317,317,"AL","Alabama","Licensed Practical and Licensed Vocational Nurses","detailed",36300,-86.902298,32.3182314
"317",318,318,"AL","Alabama","Medical Records and Health Information Technicians","detailed",34740,-86.902298,32.3182314
"318",319,319,"AL","Alabama","Opticians, Dispensing","detailed",31530,-86.902298,32.3182314
"319",320,320,"AL","Alabama","Orthotists and Prosthetists","detailed",77470,-86.902298,32.3182314
"320",321,321,"AL","Alabama","Hearing Aid Specialists","detailed",52190,-86.902298,32.3182314
"321",322,322,"AL","Alabama","Health Technologists and Technicians, All Other","detailed",41220,-86.902298,32.3182314
"322",323,323,"AL","Alabama","Occupational Health and Safety Specialists","detailed",69810,-86.902298,32.3182314
"323",324,324,"AL","Alabama","Occupational Health and Safety Technicians","detailed",54410,-86.902298,32.3182314
"324",325,325,"AL","Alabama","Athletic Trainers","detailed",43810,-86.902298,32.3182314
"325",326,326,"AL","Alabama","Genetic Counselors","detailed",47530,-86.902298,32.3182314
"326",327,327,"AL","Alabama","Healthcare Practitioners and Technical Workers, All Other","detailed",33520,-86.902298,32.3182314
"327",328,328,"AL","Alabama","Healthcare Support Occupations","major",26050,-86.902298,32.3182314
"328",329,329,"AL","Alabama","Home Health Aides","detailed",20020,-86.902298,32.3182314
"329",330,330,"AL","Alabama","Psychiatric Aides","detailed",24460,-86.902298,32.3182314
"330",331,331,"AL","Alabama","Nursing Assistants","detailed",22690,-86.902298,32.3182314
"331",332,332,"AL","Alabama","Orderlies","detailed",22480,-86.902298,32.3182314
"332",333,333,"AL","Alabama","Occupational Therapy Assistants","detailed",58020,-86.902298,32.3182314
"333",334,334,"AL","Alabama","Occupational Therapy Aides","detailed",27690,-86.902298,32.3182314
"334",335,335,"AL","Alabama","Physical Therapist Assistants","detailed",53910,-86.902298,32.3182314
"335",336,336,"AL","Alabama","Physical Therapist Aides","detailed",27330,-86.902298,32.3182314
"336",337,337,"AL","Alabama","Massage Therapists","detailed",33990,-86.902298,32.3182314
"337",338,338,"AL","Alabama","Dental Assistants","detailed",32430,-86.902298,32.3182314
"338",339,339,"AL","Alabama","Medical Assistants","detailed",27280,-86.902298,32.3182314
"339",340,340,"AL","Alabama","Medical Equipment Preparers","detailed",26050,-86.902298,32.3182314
"340",341,341,"AL","Alabama","Medical Transcriptionists","detailed",32930,-86.902298,32.3182314
"341",342,342,"AL","Alabama","Pharmacy Aides","detailed",22980,-86.902298,32.3182314
"342",343,343,"AL","Alabama","Veterinary Assistants and Laboratory Animal Caretakers","detailed",23100,-86.902298,32.3182314
"343",344,344,"AL","Alabama","Phlebotomists","detailed",28780,-86.902298,32.3182314
"344",345,345,"AL","Alabama","Healthcare Support Workers, All Other","detailed",30180,-86.902298,32.3182314
"345",346,346,"AL","Alabama","Protective Service Occupations","major",36080,-86.902298,32.3182314
"346",347,347,"AL","Alabama","First-Line Supervisors of Correctional Officers","detailed",54450,-86.902298,32.3182314
"347",348,348,"AL","Alabama","First-Line Supervisors of Police and Detectives","detailed",65150,-86.902298,32.3182314
"348",349,349,"AL","Alabama","First-Line Supervisors of Fire Fighting and Prevention Workers","detailed",60530,-86.902298,32.3182314
"349",350,350,"AL","Alabama","First-Line Supervisors of Protective Service Workers, All Other","detailed",46840,-86.902298,32.3182314
"350",351,351,"AL","Alabama","Firefighters","detailed",40450,-86.902298,32.3182314
"351",352,352,"AL","Alabama","Fire Inspectors and Investigators","detailed",54840,-86.902298,32.3182314
"352",353,353,"AL","Alabama","Forest Fire Inspectors and Prevention Specialists","detailed",32570,-86.902298,32.3182314
"353",354,354,"AL","Alabama","Bailiffs","detailed",32380,-86.902298,32.3182314
"354",355,355,"AL","Alabama","Correctional Officers and Jailers","detailed",34760,-86.902298,32.3182314
"355",356,356,"AL","Alabama","Detectives and Criminal Investigators","detailed",60880,-86.902298,32.3182314
"356",357,357,"AL","Alabama","Fish and Game Wardens","detailed",48930,-86.902298,32.3182314
"357",358,358,"AL","Alabama","Parking Enforcement Workers","detailed",29970,-86.902298,32.3182314
"358",359,359,"AL","Alabama","Police and Sheriff's Patrol Officers","detailed",43250,-86.902298,32.3182314
"359",360,360,"AL","Alabama","Animal Control Workers","detailed",30410,-86.902298,32.3182314
"360",361,361,"AL","Alabama","Private Detectives and Investigators","detailed",60370,-86.902298,32.3182314
"361",362,362,"AL","Alabama","Gaming Surveillance Officers and Gaming Investigators","detailed",28410,-86.902298,32.3182314
"362",363,363,"AL","Alabama","Security Guards","detailed",23690,-86.902298,32.3182314
"363",364,364,"AL","Alabama","Crossing Guards","detailed",21410,-86.902298,32.3182314
"364",365,365,"AL","Alabama","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","detailed",18040,-86.902298,32.3182314
"365",366,366,"AL","Alabama","Transportation Security Screeners","detailed",39050,-86.902298,32.3182314
"366",367,367,"AL","Alabama","Protective Service Workers, All Other","detailed",27190,-86.902298,32.3182314
"367",368,368,"AL","Alabama","Food Preparation and Serving Related Occupations","major",20560,-86.902298,32.3182314
"368",369,369,"AL","Alabama","Chefs and Head Cooks","detailed",51240,-86.902298,32.3182314
"369",370,370,"AL","Alabama","First-Line Supervisors of Food Preparation and Serving Workers","detailed",30580,-86.902298,32.3182314
"370",371,371,"AL","Alabama","Cooks, Fast Food","detailed",18240,-86.902298,32.3182314
"371",372,372,"AL","Alabama","Cooks, Institution and Cafeteria","detailed",19710,-86.902298,32.3182314
"372",373,373,"AL","Alabama","Cooks, Restaurant","detailed",21730,-86.902298,32.3182314
"373",374,374,"AL","Alabama","Cooks, Short Order","detailed",20530,-86.902298,32.3182314
"374",375,375,"AL","Alabama","Cooks, All Other","detailed",28080,-86.902298,32.3182314
"375",376,376,"AL","Alabama","Food Preparation Workers","detailed",20080,-86.902298,32.3182314
"376",377,377,"AL","Alabama","Bartenders","detailed",21760,-86.902298,32.3182314
"377",378,378,"AL","Alabama","Combined Food Preparation and Serving Workers, Including Fast Food","detailed",18090,-86.902298,32.3182314
"378",379,379,"AL","Alabama","Counter Attendants, Cafeteria, Food Concession, and Coffee Shop","detailed",18830,-86.902298,32.3182314
"379",380,380,"AL","Alabama","Waiters and Waitresses","detailed",19780,-86.902298,32.3182314
"380",381,381,"AL","Alabama","Food Servers, Nonrestaurant","detailed",20770,-86.902298,32.3182314
"381",382,382,"AL","Alabama","Dining Room and Cafeteria Attendants and Bartender Helpers","detailed",19680,-86.902298,32.3182314
"382",383,383,"AL","Alabama","Dishwashers","detailed",18700,-86.902298,32.3182314
"383",384,384,"AL","Alabama","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","detailed",18190,-86.902298,32.3182314
"384",385,385,"AL","Alabama","Food Preparation and Serving Related Workers, All Other","detailed",19940,-86.902298,32.3182314
"385",386,386,"AL","Alabama","Building and Grounds Cleaning and Maintenance Occupations","major",24170,-86.902298,32.3182314
"386",387,387,"AL","Alabama","First-Line Supervisors of Housekeeping and Janitorial Workers","detailed",37590,-86.902298,32.3182314
"387",388,388,"AL","Alabama","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","detailed",41280,-86.902298,32.3182314
"388",389,389,"AL","Alabama","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","detailed",22380,-86.902298,32.3182314
"389",390,390,"AL","Alabama","Maids and Housekeeping Cleaners","detailed",18870,-86.902298,32.3182314
"390",391,391,"AL","Alabama","Pest Control Workers","detailed",30830,-86.902298,32.3182314
"391",392,392,"AL","Alabama","Landscaping and Groundskeeping Workers","detailed",25270,-86.902298,32.3182314
"392",393,393,"AL","Alabama","Pesticide Handlers, Sprayers, and Applicators, Vegetation","detailed",34240,-86.902298,32.3182314
"393",394,394,"AL","Alabama","Tree Trimmers and Pruners","detailed",41410,-86.902298,32.3182314
"394",395,395,"AL","Alabama","Grounds Maintenance Workers, All Other","detailed",33230,-86.902298,32.3182314
"395",396,396,"AL","Alabama","Personal Care and Service Occupations","major",22250,-86.902298,32.3182314
"396",397,397,"AL","Alabama","Gaming Supervisors","detailed",43110,-86.902298,32.3182314
"397",398,398,"AL","Alabama","Slot Supervisors","detailed",32830,-86.902298,32.3182314
"398",399,399,"AL","Alabama","First-Line Supervisors of Personal Service Workers","detailed",33930,-86.902298,32.3182314
"399",400,400,"AL","Alabama","Animal Trainers","detailed",34460,-86.902298,32.3182314
"400",401,401,"AL","Alabama","Nonfarm Animal Caretakers","detailed",21010,-86.902298,32.3182314
"401",402,402,"AL","Alabama","Gaming and Sports Book Writers and Runners","detailed",27520,-86.902298,32.3182314
"402",403,403,"AL","Alabama","Ushers, Lobby Attendants, and Ticket Takers","detailed",19200,-86.902298,32.3182314
"403",404,404,"AL","Alabama","Amusement and Recreation Attendants","detailed",19500,-86.902298,32.3182314
"404",405,405,"AL","Alabama","Locker Room, Coatroom, and Dressing Room Attendants","detailed",20910,-86.902298,32.3182314
"405",406,406,"AL","Alabama","Entertainment Attendants and Related Workers, All Other","detailed",21970,-86.902298,32.3182314
"406",407,407,"AL","Alabama","Embalmers","detailed",42520,-86.902298,32.3182314
"407",408,408,"AL","Alabama","Funeral Attendants","detailed",20600,-86.902298,32.3182314
"408",409,409,"AL","Alabama","Morticians, Undertakers, and Funeral Directors","detailed",44000,-86.902298,32.3182314
"409",410,410,"AL","Alabama","Barbers","detailed",31670,-86.902298,32.3182314
"410",411,411,"AL","Alabama","Hairdressers, Hairstylists, and Cosmetologists","detailed",23930,-86.902298,32.3182314
"411",412,412,"AL","Alabama","Manicurists and Pedicurists","detailed",22980,-86.902298,32.3182314
"412",413,413,"AL","Alabama","Shampooers","detailed",18240,-86.902298,32.3182314
"413",414,414,"AL","Alabama","Skincare Specialists","detailed",32500,-86.902298,32.3182314
"414",415,415,"AL","Alabama","Baggage Porters and Bellhops","detailed",20230,-86.902298,32.3182314
"415",416,416,"AL","Alabama","Concierges","detailed",27780,-86.902298,32.3182314
"416",417,417,"AL","Alabama","Tour Guides and Escorts","detailed",22910,-86.902298,32.3182314
"417",418,418,"AL","Alabama","Childcare Workers","detailed",18810,-86.902298,32.3182314
"418",419,419,"AL","Alabama","Personal Care Aides","detailed",18390,-86.902298,32.3182314
"419",420,420,"AL","Alabama","Fitness Trainers and Aerobics Instructors","detailed",34660,-86.902298,32.3182314
"420",421,421,"AL","Alabama","Recreation Workers","detailed",23340,-86.902298,32.3182314
"421",422,422,"AL","Alabama","Residential Advisors","detailed",23290,-86.902298,32.3182314
"422",423,423,"AL","Alabama","Personal Care and Service Workers, All Other","detailed",27260,-86.902298,32.3182314
"423",424,424,"AL","Alabama","Sales and Related Occupations","major",34070,-86.902298,32.3182314
"424",425,425,"AL","Alabama","First-Line Supervisors of Retail Sales Workers","detailed",41800,-86.902298,32.3182314
"425",426,426,"AL","Alabama","First-Line Supervisors of Non-Retail Sales Workers","detailed",80390,-86.902298,32.3182314
"426",427,427,"AL","Alabama","Cashiers","detailed",19190,-86.902298,32.3182314
"427",428,428,"AL","Alabama","Counter and Rental Clerks","detailed",26840,-86.902298,32.3182314
"428",429,429,"AL","Alabama","Parts Salespersons","detailed",31740,-86.902298,32.3182314
"429",430,430,"AL","Alabama","Retail Salespersons","detailed",27430,-86.902298,32.3182314
"430",431,431,"AL","Alabama","Advertising Sales Agents","detailed",45510,-86.902298,32.3182314
"431",432,432,"AL","Alabama","Insurance Sales Agents","detailed",77610,-86.902298,32.3182314
"432",433,433,"AL","Alabama","Securities, Commodities, and Financial Services Sales Agents","detailed",77060,-86.902298,32.3182314
"433",434,434,"AL","Alabama","Travel Agents","detailed",39480,-86.902298,32.3182314
"434",435,435,"AL","Alabama","Sales Representatives, Services, All Other","detailed",50550,-86.902298,32.3182314
"435",436,436,"AL","Alabama","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","detailed",86290,-86.902298,32.3182314
"436",437,437,"AL","Alabama","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","detailed",63610,-86.902298,32.3182314
"437",438,438,"AL","Alabama","Demonstrators and Product Promoters","detailed",25540,-86.902298,32.3182314
"439",440,440,"AL","Alabama","Real Estate Sales Agents","detailed",58700,-86.902298,32.3182314
"440",441,441,"AL","Alabama","Sales Engineers","detailed",83000,-86.902298,32.3182314
"441",442,442,"AL","Alabama","Telemarketers","detailed",23600,-86.902298,32.3182314
"442",443,443,"AL","Alabama","Sales and Related Workers, All Other","detailed",41550,-86.902298,32.3182314
"443",444,444,"AL","Alabama","Office and Administrative Support Occupations","major",33280,-86.902298,32.3182314
"444",445,445,"AL","Alabama","First-Line Supervisors of Office and Administrative Support Workers","detailed",53370,-86.902298,32.3182314
"445",446,446,"AL","Alabama","Switchboard Operators, Including Answering Service","detailed",25530,-86.902298,32.3182314
"446",447,447,"AL","Alabama","Bill and Account Collectors","detailed",33800,-86.902298,32.3182314
"447",448,448,"AL","Alabama","Billing and Posting Clerks","detailed",33160,-86.902298,32.3182314
"448",449,449,"AL","Alabama","Bookkeeping, Accounting, and Auditing Clerks","detailed",36730,-86.902298,32.3182314
